"scientificName","canonicalName_curated","rank_verbatim","verbatimName","vernacularName_fromSource","sourceDatasetName","sourceDatasetID","datasetSource","datasetCitation","dataCurrency","sourceLicense","sourceRightsHolder","Commercial sector","Agricultural industry","Vernacular group","Commercial and trade fisheries","Managed fisheries","CAAB_Code","wildStatus","exoticStatus","omnivore","carnivore","herbivore","herbivoreGutType","cryoconservationStatus","local","detailedLocal","regional","international","cropType","livestockType","recordCurator","recordCuratorID","recordRightsHolder","recordAccessRights","recordType","recordLanguage","recordLicense","recordBibliographicCitation","recordCreated","recordModified","recordDatasetName"
"Zanclistius elevatus","Zanclistius elevatus","species","Zanclistius elevatus","Blackspot Boarfish","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/. Accessed 23 May, 2023.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","finfishes","commercial and trade fisheries","","37 367005","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Zea mays","Zea mays","species","Zea mays L.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Zea mays","Zea mays","species","Zea mays L.","","Common catalogue of varieties of vegetable species, European Commission","ARGA:TL:0000047","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf","European Commission. 2023. Common catalogue of varieties of vegetable species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:24:03 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Zea mays","Zea mays","species","Zea mays L.","Sweet Corn","Common catalogue of varieties of vegetable species, European Commission","ARGA:TL:0000047","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf","European Commission. 2023. Common catalogue of varieties of vegetable species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:24:03 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Zea mays","Zea mays","species","Zea mays L.","Popcorn","Common catalogue of varieties of vegetable species, European Commission","ARGA:TL:0000047","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf","European Commission. 2023. Common catalogue of varieties of vegetable species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_vegetable-species.pdf, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:24:03 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Zea mays","Zea mays","species","Zea mays L.(partim)","Maize","Common catalogue of varieties of agricultural plant species","ARGA:TL:0000048","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_agricultural-plant-species.pdf","European Commission. 2023. Common catalogue of varieties of agricultural plant species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/plants/plant-reproductive-material/plant-variety-catalogues-databases-information-systems_en, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:43:31 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Zea mays convar. microsperma Koern.","Zea mays convar. microsperma Koern.","variety","Zea mays L. convar. microsperma Koern.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Zea mays saccharata","Zea mays saccharata","subspecies","Zea mays L. saccharata Koern.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","fruits, vegetables, herbs and spices","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Zenopsis nebulosa","Zenopsis nebulosa","species","Zenopsis nebulosa","Mirror Dory","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/. Accessed 23 May, 2023.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","finfishes","commercial and trade fisheries","","37 264003","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Zenopsis nebulosa","Zenopsis nebulosa","species","Zenopsis nebulosa","Mirror dory","Fishery status reports 2022, Australian Bureau of Agricultural and Resource Economics and Sciences","ARGA:TL:0000050","https://www.agriculture.gov.au/abares/research-topics/fisheries/fishery-status","Patterson, H, Bromhead, D, Galeano, D, Larcombe, J, Timmiss, T, Woodhams, J and Curtotti, R 2022, Fishery status reports 2022, Australian Bureau of Agricultural and Resource Economics and Sciences, Canberra. CC BY 4.0. https://doi.org/10.25814/gx9r-3n90.","Mon May 22 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","Commonwealth of Australia","aquaculture","","finfishes","commercial and trade fisheries","managed fisheries","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 10:07:31 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Zenopsis nebulosa","Zenopsis nebulosa","species","Zenopsis nebulosa","Mirror dory","Commercial Species, Australian Fisheries Management Authority (AFMA)","ARGA:TL:0000051","https://www.afma.gov.au/species","Australian Fisheries Management Authority. 2023. Species. Accessed at: https://www.afma.gov.au/species, 22 May, 2023. ","Mon May 22 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","Australian Fisheries Management Authority","aquaculture","","finfishes","commercial and trade fisheries","managed fisheries","","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 10:32:10 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Zeus faber","Zeus faber","species","Zeus faber","John Dory","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/. Accessed 23 May, 2023.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","finfishes","commercial and trade fisheries","","37 264004","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
